,Age,Income (USD),Income Stability,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
24073,59,2675.06,1,9,0,67470.71,328.25,1,1,2.0,725.69,0,1,2,1.0,120257.07,43855.96
24074,65,2675.06,0,9,1,60503.06,219.39,0,1,2.0,862.66,0,0,2,1.0,81414.53,45377.3
24075,65,1890.84,0,9,1,64867.22,302.21,1,1,1.0,879.65,0,1,0,1.0,102817.49,51893.78
24076,30,2693.42,1,9,1,126149.3,695.08,0,1,2.0,666.36,1,1,2,1.0,222306.74,88304.51
24077,28,1955.24,1,9,1,44885.32,228.66,1,1,3.0,803.59,0,1,1,1.0,70907.82,29175.46
24082,18,1356.84,1,10,0,20286.4,104.78,1,1,5.0,693.99,0,2,1,1.0,37623.52,13186.16
24083,23,2060.66,1,8,0,36346.81,427.53,1,1,1.0,729.87,0,0,0,1.0,54980.3,25442.77
24084,20,2419.44,1,8,1,88929.64,374.65,0,1,3.0,851.16,0,0,0,1.0,167655.55,75590.19
24086,44,1748.52,1,8,1,202715.19,569.58,1,0,1.0,845.88,0,2,2,1.0,279042.79,162172.15
24087,37,1748.52,1,3,1,82294.04,524.45,0,1,1.0,818.37,0,2,1,1.0,144608.34,65835.23
24088,49,2242.79,1,6,1,201249.42,529.45,1,1,3.0,825.68,0,1,0,1.0,322739.34,160999.54
24089,33,2242.79,1,6,1,132488.52,351.76,1,0,4.0,688.41,0,2,1,1.0,191236.01,92741.96
24091,18,1195.03,1,6,1,18874.18,122.57,0,0,1.0,742.04,1,0,0,1.0,23557.89,13211.93
24092,65,2229.79,0,6,1,80638.58,268.43,0,1,1.0,839.3,1,0,1,1.0,112928.42,64510.86
24093,46,1892.76,1,6,1,31093.72,179.14,1,1,2.0,755.37,0,2,1,1.0,50219.64,21765.6
24094,37,2462.93,1,6,1,98746.22,449.49,1,0,2.0,753.47,0,0,2,1.0,160905.23,74059.67
24096,18,851.14,1,8,0,20314.36,210.39,0,1,2.0,723.54,0,0,1,1.0,37997.06,13204.33
24097,24,3845.81,1,8,1,161665.36,643.3,1,1,3.0,765.23,0,1,2,1.0,268120.32,129332.29
24099,50,4845.64,1,6,2,128909.74,977.07,1,1,3.0,830.19,0,1,0,1.0,202876.23,90236.82
24101,36,3535.41,1,8,0,68795.26,401.68,0,0,2.0,736.57,0,2,0,1.0,85285.5,48156.68
24102,65,4791.31,0,8,2,237746.82,788.48,0,1,2.0,850.61,0,0,2,1.0,391330.7,190197.46
24103,47,1813.86,1,8,1,65624.31,358.99,0,1,2.0,853.18,1,2,2,1.0,89291.7,45937.02
24104,25,2417.11,1,6,0,40994.53,243.88,0,0,1.0,665.43,0,2,0,1.0,57981.51,28696.17
24105,60,1998.12,0,8,1,81648.3,519.73,0,0,2.0,874.6,1,1,2,1.0,128046.55,65318.64
24106,26,1998.12,1,8,1,67981.24,323.59,0,0,2.0,766.73,0,1,0,1.0,100772.14,47586.87
24107,46,1256.29,1,12,1,15117.86,152.77,1,1,2.0,766.73,0,1,0,1.0,17442.99,12094.29
24108,35,2781.7,1,11,1,44453.38,269.57,0,1,1.0,853.45,0,1,0,1.0,81571.97,31117.37
24109,31,2455.88,1,11,1,70416.69,317.3,0,1,3.0,825.58,0,1,0,1.0,102206.26,52812.52
24110,49,1954.82,1,11,0,83435.9,229.05,0,1,2.0,779.52,0,2,1,1.0,109644.3,62576.92
24111,51,1954.82,1,6,1,34927.34,249.66,0,0,2.0,656.28,1,0,0,1.0,51561.16,24449.14
24112,49,4614.61,1,6,1,22235.55,104.09,0,1,1.0,783.85,1,1,1,1.0,27700.59,17788.44
24113,43,4614.61,1,11,0,61981.23,290.09,0,1,2.0,773.4,0,0,1,1.0,86488.79,46485.92
24114,63,2499.36,1,11,0,134759.36,417.62,1,1,2.0,682.56,0,2,1,1.0,168460.72,94331.55
24115,47,1560.74,1,11,0,32834.56,166.77,0,1,5.0,698.99,1,1,1,1.0,56219.47,22984.19
24117,40,1399.49,1,14,1,40266.83,222.82,0,1,3.0,657.44,0,1,2,1.0,66789.82,28186.78
24119,64,3810.17,1,8,1,172214.53,699.01,0,1,4.0,681.28,1,1,2,1.0,285196.25,111939.44
24120,59,5487.41,1,8,1,183269.38,720.04,0,1,2.0,808.55,0,0,0,1.0,282699.69,146615.5
24121,60,2120.0,1,11,1,85695.12,456.27,1,1,3.0,702.21,0,0,1,1.0,127418.75,55701.83
24123,59,4082.18,1,8,2,206171.6,588.18,0,1,2.0,810.15,0,2,1,1.0,234205.53,154628.7
24124,18,1556.17,0,8,1,84944.97,238.78,0,0,1.0,810.18,0,2,0,1.0,126030.32,67955.98
24125,62,1913.3,0,8,1,176104.76,384.99,0,0,2.0,869.33,1,0,2,1.0,211080.27,132078.57
24126,23,1681.75,1,8,1,38790.88,384.99,1,1,4.0,668.04,0,1,0,1.0,70174.45,25214.07
24127,51,4004.98,1,0,2,330369.33,875.04,1,1,2.0,690.56,0,1,1,1.0,402776.88,231258.53
24128,51,2277.8,1,0,2,53298.57,232.62,0,0,3.0,692.13,1,2,0,1.0,62931.37,37309.0
24131,55,1935.99,1,4,1,21683.91,117.4,0,1,3.0,764.87,1,1,1,1.0,29507.98,16262.93
24132,43,5871.49,1,10,2,104044.42,504.44,1,1,1.0,848.19,1,2,2,1.0,196231.27,78033.32
24133,65,1973.33,0,3,1,114561.75,575.24,0,1,1.0,852.46,0,2,1,1.0,209857.8,114561.75
24135,25,10250.59,1,10,2,35792.28,381.55,1,1,2.0,775.28,0,0,2,1.0,44389.02,26844.21
24136,48,837.18,1,3,1,88267.48,590.18,0,0,2.0,830.4,0,1,1,1.0,136481.11,36010.48
24137,27,837.18,1,3,1,51443.55,236.04,1,1,3.0,654.1,0,0,2,1.0,79917.49,36010.48
24138,33,837.18,1,0,1,31564.16,147.36,0,0,4.0,658.9,1,1,2,1.0,50935.77,20516.7
24141,65,1278.35,0,8,2,97934.8,381.71,1,1,2.0,863.45,0,2,1,1.0,114898.39,68554.36
24142,18,4148.99,1,8,2,126979.78,560.2,1,1,3.0,781.85,0,2,1,1.0,162026.73,101583.82
24143,53,2628.7,1,14,2,65898.71,481.08,0,1,3.0,808.63,0,1,1,1.0,74775.55,46129.1
24144,18,2628.7,1,14,0,188290.26,574.58,1,1,4.0,808.63,0,1,2,1.0,354511.73,131803.18
24145,33,3158.74,1,3,2,63919.78,398.36,0,0,2.0,720.67,0,0,1,1.0,103383.46,44743.85
24146,18,2038.79,1,4,1,44290.5,514.58,1,0,2.0,720.67,0,1,0,1.0,77110.67,31003.35
24148,22,3424.39,1,10,2,253823.59,694.59,0,1,2.0,766.76,0,1,0,1.0,284976.57,177676.51
24149,41,1294.2,1,6,2,146440.71,429.85,1,1,2.0,766.76,0,1,1,1.0,253150.73,109830.53
24150,24,1294.2,1,14,1,41350.55,192.35,0,1,3.0,766.33,0,2,2,1.0,75372.17,31012.91
24151,52,3224.33,1,8,0,109351.79,1013.45,1,1,2.0,806.68,0,1,2,1.0,186797.92,82013.84
24152,43,2830.36,1,8,1,154976.85,424.4,0,1,2.0,729.62,0,1,0,1.0,195078.76,108483.8
24153,57,2018.25,1,10,2,94285.51,531.11,1,1,1.0,752.88,0,1,1,1.0,113619.69,65999.86
24154,18,1320.57,1,14,0,83680.91,312.53,0,1,3.0,662.09,0,1,2,1.0,135005.35,54392.59
24155,49,1537.82,1,0,1,105577.14,412.07,0,1,1.0,871.93,1,1,0,1.0,179855.04,73904.0
24156,60,1537.82,1,11,0,104303.71,352.34,0,0,1.0,727.26,0,1,2,1.0,120372.7,73012.6
24157,40,2426.39,1,2,0,62310.45,488.98,0,0,1.0,727.26,0,2,2,1.0,93899.01,43617.31
24158,18,3200.55,1,10,1,93942.86,460.36,1,1,3.0,837.51,1,0,2,1.0,109929.63,65760.0
24161,44,3132.66,1,0,1,121294.19,484.47,0,0,1.0,759.03,0,2,2,1.0,156040.07,90970.64
24162,18,1627.91,1,8,1,69204.07,509.72,0,1,2.0,680.3,1,0,0,1.0,125809.93,48442.85
24163,60,1627.91,1,3,1,76189.56,409.45,0,1,1.0,740.61,0,2,2,1.0,92734.21,53332.69
24164,35,3076.63,1,0,1,71040.85,622.69,1,0,2.0,838.08,0,1,2,1.0,90099.3,49728.6
24165,60,3852.64,1,8,1,121820.94,730.11,0,1,4.0,723.44,0,1,2,1.0,216329.76,85274.66
24166,18,1032.91,1,8,1,25341.33,141.03,0,0,1.0,672.71,0,1,1,1.0,39931.52,16471.86
24170,65,2197.56,0,2,1,106283.97,324.35,0,1,3.0,834.25,0,1,2,1.0,187901.86,79712.98
24172,50,1961.06,1,3,1,81492.3,650.52,0,1,2.0,754.89,0,2,0,1.0,126996.57,57044.61
24173,18,1961.06,1,11,0,155689.03,454.58,0,1,2.0,792.65,0,0,2,1.0,275712.61,108982.32
24174,45,2792.06,1,3,2,80680.15,206.71,1,0,2.0,809.23,1,1,0,1.0,143907.94,60510.11
24176,45,3945.43,1,8,0,158242.74,517.56,1,0,3.0,757.51,1,1,0,1.0,206433.15,110769.92
24177,48,3945.43,1,6,1,112039.72,834.67,1,1,2.0,652.99,1,0,2,1.0,211502.69,78427.8
24178,21,1277.68,1,3,1,20296.32,222.61,0,0,2.0,778.73,0,2,1,1.0,38016.28,15222.24
24180,19,4206.95,1,4,1,160877.59,520.27,1,0,2.0,743.71,0,2,2,1.0,184246.42,112614.31
24181,18,737.76,1,3,1,27572.55,75.24,0,0,1.0,741.78,0,1,0,1.0,41929.84,19300.78
24182,39,3517.79,1,16,1,147410.98,459.08,1,1,2.0,810.2,0,1,0,1.0,207090.25,117928.78
24183,55,3517.79,1,16,1,56945.91,304.22,1,1,2.0,687.96,0,0,1,1.0,97171.88,39862.14
24184,52,1800.29,1,8,0,52685.77,323.04,0,1,1.0,750.55,0,2,2,1.0,90704.76,42148.62
24185,61,2981.7,1,8,1,109830.96,506.09,0,0,1.0,712.16,1,1,2,1.0,190125.96,76881.67
24186,26,2981.7,1,1,1,68108.1,406.45,0,1,3.0,783.07,0,0,1,1.0,116141.71,54486.48
24188,22,1065.06,1,2,0,19398.06,211.29,0,1,2.0,715.27,1,1,1,1.0,30478.44,12608.74
24189,23,2096.05,1,17,1,81674.91,392.05,0,1,2.0,686.86,0,1,1,1.0,137756.53,53088.69
24190,18,2096.05,1,10,0,50928.91,200.96,0,1,2.0,781.49,0,2,0,1.0,84352.48,38196.68
24191,18,5310.38,1,10,1,101237.4,573.67,0,1,2.0,742.53,0,1,1,1.0,142428.17,78091.39
24192,55,4141.99,1,10,2,120140.6,465.37,1,1,5.0,742.53,0,2,1,1.0,226633.46,78091.39
24194,38,3980.55,1,5,1,102971.23,534.49,1,0,2.0,755.85,0,0,1,1.0,174013.98,72079.86
24195,53,3455.09,1,5,1,153075.74,785.2,0,0,2.0,824.75,0,0,0,1.0,238141.65,107153.02
24197,65,3057.37,0,11,0,109287.56,356.35,0,1,2.0,668.74,0,1,1,1.0,189347.25,71036.91
24198,26,3057.37,1,11,0,70088.08,342.36,0,1,2.0,765.09,0,1,1,1.0,116426.72,56070.46
24199,40,2004.26,1,8,1,44010.93,254.54,1,1,2.0,679.34,1,0,2,1.0,64462.52,28607.1
24200,60,2824.57,0,3,1,173297.17,550.13,0,0,2.0,784.0,1,0,1,1.0,225072.01,138637.74
24201,65,1635.0,0,3,1,39293.46,250.95,0,1,4.0,735.62,0,0,2,1.0,68997.25,27505.42
24203,46,3044.71,1,10,0,64538.74,333.21,1,1,3.0,772.3,0,1,0,1.0,116831.95,45177.12
24204,35,3044.71,1,14,1,64322.51,244.77,1,1,2.0,843.59,0,2,2,1.0,79506.74,45025.76
24205,64,1710.57,1,16,1,105954.69,334.35,1,1,2.0,784.41,0,2,1,1.0,119311.39,79466.02
24206,51,1710.57,1,11,1,75484.83,522.18,1,0,2.0,821.58,0,1,1,1.0,86601.82,60387.86
24207,63,2931.49,1,3,0,83384.46,321.89,1,1,2.0,739.71,0,2,2,1.0,116498.59,58369.12
24208,46,2188.0,1,8,1,91964.09,455.61,0,0,1.0,793.29,0,1,2,1.0,168273.08,68973.07
24209,35,1746.19,1,8,1,40124.84,185.05,0,1,2.0,668.56,1,1,2,1.0,51029.36,26081.15
24211,29,2472.79,1,3,1,34487.77,238.94,0,0,2.0,665.16,0,1,0,1.0,54190.8,22417.05
24213,19,6363.6,1,8,1,275906.74,1164.0,1,1,2.0,834.69,0,2,0,1.0,392984.09,220725.39
24214,18,2615.52,1,8,1,91847.41,608.59,0,1,2.0,673.3,1,0,0,1.0,136783.36,59700.82
24215,25,1217.71,1,8,1,10237.96,102.77,0,0,4.0,698.56,0,2,1,1.0,14973.4,6654.67
24216,18,1408.5,1,3,0,106488.3,529.04,1,1,4.0,702.19,0,0,2,1.0,181517.18,69217.4
24218,59,954.35,1,8,1,50292.26,202.76,0,1,2.0,656.03,0,0,1,1.0,55475.12,32689.97
24219,61,2213.2,0,8,1,189224.79,498.92,1,1,2.0,845.6,1,1,2,1.0,247400.23,132457.35
24220,29,2660.18,1,8,1,169597.17,579.42,1,1,3.0,846.3,0,1,2,1.0,299459.75,118718.02
24221,62,2660.18,1,8,0,36098.54,171.53,0,0,3.0,718.83,0,2,1,1.0,62923.6,23464.05
24222,54,2660.18,1,8,1,66873.81,514.62,1,1,3.0,803.51,0,1,0,1.0,96014.85,46811.67
24223,31,3171.08,1,3,2,52827.6,494.08,0,0,2.0,762.08,0,1,2,1.0,85936.63,36979.32
24225,52,1981.54,1,3,1,103511.65,430.93,0,1,1.0,851.03,0,2,1,1.0,131626.12,77633.74
24226,23,2611.57,1,0,0,128261.25,403.07,0,1,2.0,694.77,1,0,1,1.0,164503.91,89782.88
24227,50,3395.41,1,8,0,46279.01,239.17,0,1,1.0,859.47,0,2,1,1.0,75654.26,37023.21
24228,52,3378.02,1,10,2,188218.7,2052.85,1,1,2.0,845.3,1,0,0,1.0,310024.21,131753.09
24229,55,3378.02,1,3,1,7030.17,85.48,0,1,3.0,793.5,0,1,2,1.0,9183.02,5272.63
24231,18,3378.02,1,6,1,304043.75,862.75,1,0,2.0,850.72,1,1,0,1.0,449279.01,228032.81
24232,51,1317.67,0,4,0,133171.96,455.5,0,1,1.0,749.0,0,1,2,1.0,211644.35,93220.37
24236,23,2402.38,1,0,1,87278.42,447.04,0,1,3.0,845.46,0,1,2,1.0,105312.83,65458.82
24237,18,1753.23,1,1,1,106027.02,571.04,0,1,2.0,704.32,1,0,2,1.0,172985.38,68917.56
24238,60,1750.42,0,3,0,76520.7,228.4,0,0,2.0,830.05,1,2,0,1.0,126057.86,57390.52
24240,18,1604.77,1,5,1,80055.73,329.73,1,1,2.0,674.37,0,2,1,1.0,96622.47,56039.01
24242,26,2146.94,1,14,1,91371.08,521.89,0,1,2.0,668.45,0,1,0,1.0,149797.04,63959.76
24243,60,2314.06,1,3,1,37116.02,183.72,0,1,2.0,843.08,0,1,1,1.0,66215.25,24125.41
24244,41,3946.96,1,6,0,103902.89,574.58,1,1,2.0,843.08,0,1,1,1.0,193053.08,83122.31
24246,40,3030.75,1,10,1,186514.3,962.02,1,1,2.0,851.66,0,1,2,1.0,276173.64,139885.72
24247,18,1338.93,1,13,1,37930.67,415.26,0,0,1.0,706.7,0,1,1,1.0,67142.49,24654.94
24248,44,2118.31,1,2,1,182954.65,522.67,0,0,2.0,777.41,0,2,2,1.0,255627.55,128068.25
24249,39,1869.22,1,8,1,32403.48,255.28,1,1,2.0,700.28,0,0,2,1.0,59204.74,21062.26
24251,56,2789.36,1,10,1,72732.6,226.07,0,0,1.0,783.6,0,2,1,1.0,103776.34,54549.45
24254,18,826.14,1,16,0,32454.69,223.07,0,0,2.0,850.04,1,1,0,1.0,51395.67,22718.28
24255,63,2753.64,1,4,1,158955.9,449.56,0,1,5.0,850.04,0,0,1,1.0,238852.41,158955.9
24257,36,8479.2,1,8,0,40378.03,200.41,0,1,2.0,784.22,0,0,2,1.0,74109.77,30283.52
24261,42,2013.11,1,11,1,38637.84,266.07,0,1,2.0,852.43,0,0,0,1.0,53728.37,27046.49
24265,43,2546.62,1,14,0,145870.26,571.72,1,1,2.0,656.19,0,1,0,1.0,189709.31,102109.18
24266,35,1630.02,1,14,0,30514.2,102.85,0,0,1.0,755.99,0,2,2,1.0,42011.23,22885.65
24267,64,1089.73,1,6,1,63795.94,289.04,0,1,2.0,864.54,0,0,1,1.0,112498.62,44657.16
24268,31,1529.95,1,6,2,137188.73,946.27,0,1,1.0,668.12,0,1,2,1.0,227908.14,89172.67
24269,49,1529.95,1,6,1,25455.38,134.93,0,1,4.0,660.15,0,1,1,1.0,39644.36,17818.77
24270,31,1529.95,1,3,0,23911.57,239.4,0,0,2.0,655.81,1,1,0,1.0,36056.32,15542.52
24272,52,3365.69,1,11,0,25893.56,136.17,1,0,4.0,738.58,0,1,0,1.0,41476.16,18125.49
24274,53,1945.24,1,3,1,20701.24,208.08,0,1,1.0,814.88,1,1,1,1.0,38029.48,15525.93
24276,65,2011.01,0,10,1,106259.22,462.43,0,1,2.0,794.68,0,0,0,1.0,169946.33,287083.11
24277,18,5880.58,1,10,1,358853.89,965.99,0,1,2.0,776.02,0,1,0,1.0,543373.77,287083.11
24279,46,2458.78,1,8,2,50085.39,249.23,0,1,2.0,683.49,0,0,1,1.0,60640.4,32555.5
24281,18,1646.03,1,10,0,26202.57,122.23,1,1,3.0,702.64,1,2,2,1.0,38329.93,17031.67
24282,53,1646.03,1,10,1,65015.81,181.17,0,1,2.0,803.69,0,0,0,1.0,108036.9,52012.65
24284,18,4054.71,1,8,1,119612.77,455.87,1,1,2.0,678.34,0,2,0,1.0,138244.15,83728.94
24286,18,1025.7,1,14,0,29784.68,130.53,0,1,1.0,653.25,0,0,0,1.0,36232.02,20849.28
24287,18,2751.68,1,16,1,90900.14,469.02,0,1,1.0,795.97,0,1,0,1.0,162352.03,68175.1
24288,18,1171.02,1,8,1,23400.63,213.15,0,1,2.0,664.09,0,1,2,1.0,32486.88,16380.44
24291,40,1994.25,1,3,1,91443.85,452.84,0,0,2.0,674.05,0,0,1,1.0,123050.25,64010.7
24292,58,4326.98,1,4,1,243053.22,876.97,1,1,4.0,837.57,0,0,2,1.0,364157.92,194442.58
24295,45,1324.15,1,8,1,98978.08,407.92,0,1,2.0,884.08,0,0,2,1.0,146647.73,79182.46
24296,24,3286.22,1,8,2,343465.74,804.7,0,1,2.0,884.08,0,0,1,1.0,378221.62,240426.02
24297,18,1052.46,1,14,0,112620.2,384.81,0,1,4.0,857.41,1,0,1,1.0,124218.62,90096.16
24298,40,2092.07,1,3,0,146328.87,790.94,0,1,3.0,667.9,0,2,1,1.0,202587.52,102430.21
24300,56,4511.52,1,8,1,293516.44,826.74,1,0,2.0,755.03,0,1,1,1.0,393535.82,220137.33
24302,47,2121.13,1,0,0,106796.18,534.64,1,1,2.0,686.13,0,1,1,1.0,199692.69,74757.33
24303,32,1237.64,1,3,1,170311.66,485.86,0,1,2.0,878.07,1,2,0,1.0,206909.69,119218.16
24306,48,2342.02,1,10,0,34568.38,163.25,0,0,2.0,734.19,0,0,2,1.0,45954.8,22469.45
24307,58,2288.08,1,10,2,14919.8,177.64,0,1,2.0,819.03,0,0,1,1.0,20570.21,25025.15
24309,65,2176.39,0,6,1,62438.37,344.61,0,1,2.0,804.59,0,0,1,1.0,109084.34,46828.78
24310,18,1836.34,1,6,1,137942.72,429.92,0,0,3.0,714.63,0,2,2,1.0,216610.77,96559.9
24312,33,2296.87,1,8,0,190149.87,570.83,0,0,2.0,737.02,1,0,1,1.0,343689.14,123597.42
24314,21,2395.42,1,8,1,51370.46,257.4,0,1,3.0,799.32,0,2,0,1.0,72033.85,41096.37
24316,37,1881.24,1,14,1,70864.45,428.91,0,0,1.0,774.0,0,1,1,1.0,123216.73,53148.34
24319,19,3489.98,1,8,1,176429.45,645.85,0,1,2.0,801.74,1,2,0,1.0,310196.13,141143.56
24320,63,2118.03,0,0,1,66239.9,338.65,0,1,1.0,807.21,0,2,2,1.0,78439.35,52991.92
24321,63,1968.13,1,0,2,182169.81,978.33,0,1,3.0,669.21,0,0,0,1.0,210146.44,118410.38
24322,56,1890.27,1,0,0,29987.8,202.59,1,0,2.0,780.95,0,2,1,1.0,50593.72,20991.46
24323,63,2493.01,1,3,1,123550.3,336.17,1,0,2.0,856.71,0,1,0,1.0,183770.59,92662.72
24324,45,1384.58,1,3,1,73170.2,274.43,1,1,4.0,787.42,0,0,1,1.0,127486.51,54877.65
24325,37,1521.7,1,10,1,35815.79,357.72,0,0,1.0,792.83,0,0,2,1.0,42219.48,26861.84
24326,18,1178.25,1,10,0,193441.05,560.79,1,1,5.0,744.93,1,0,1,1.0,343072.17,125736.68
24327,61,1178.25,1,0,1,18714.45,93.56,0,1,1.0,729.86,0,2,0,1.0,28208.82,13100.12
24328,29,5246.8,1,14,1,60487.77,345.78,0,1,4.0,682.83,0,2,2,1.0,101964.7,42341.44
24329,59,5246.8,1,4,1,146787.84,393.06,1,1,3.0,672.56,1,1,0,1.0,187676.44,102751.49
24333,18,2714.37,1,3,1,32133.49,174.68,0,1,1.0,829.54,0,2,2,1.0,38108.87,22493.44
24334,20,3064.76,1,4,1,326974.5,1066.01,0,0,2.0,744.66,1,1,2,1.0,360918.06,228882.15
24335,49,3251.05,1,6,0,125956.31,368.47,0,1,2.0,720.94,0,1,2,1.0,163155.14,81871.6
24336,59,1341.99,1,8,1,74254.56,391.28,0,0,2.0,759.28,0,1,1,1.0,127610.79,51978.19
24337,20,1735.3,1,3,0,61047.39,353.53,0,0,1.0,682.14,0,0,2,1.0,111352.55,39680.8
24338,47,2158.92,1,11,1,41179.43,188.01,0,1,1.0,805.96,0,1,2,1.0,56228.82,32943.54
24339,29,1170.36,1,6,1,37092.8,175.9,0,1,2.0,799.45,0,2,1,1.0,45231.36,25964.96
24340,37,2541.43,1,10,0,272598.36,809.62,0,1,4.0,747.19,0,1,2,1.0,414269.88,177188.93
24341,65,2541.43,0,0,1,162777.97,505.72,1,1,2.0,701.43,0,1,0,1.0,245907.35,105805.68
24342,36,1432.32,1,0,1,25351.49,121.43,0,1,1.0,832.72,0,2,2,1.0,44928.4,17746.04
24344,43,3324.91,1,10,1,27196.65,141.1,1,1,2.0,768.9,1,1,2,1.0,33740.89,20397.49
24349,18,1178.87,1,2,1,27247.15,141.78,0,1,2.0,654.57,1,2,2,1.0,45938.88,17710.65
24350,29,1893.26,1,14,1,80703.96,410.03,0,0,2.0,714.78,0,2,2,1.0,149531.02,52457.57
24351,48,3676.45,1,14,1,80399.79,398.28,1,1,4.0,798.9,0,0,0,1.0,145882.91,64319.83
24353,50,1982.44,1,10,1,36642.2,198.71,0,1,1.0,661.78,0,2,0,1.0,67631.88,23817.43
24354,34,1982.44,1,10,1,126177.87,532.83,0,1,2.0,706.2,0,0,0,1.0,232891.18,88324.51
24355,18,2061.07,1,8,1,79772.88,519.44,1,1,3.0,670.09,0,2,0,1.0,118290.94,51852.37
24356,53,1834.82,1,0,2,74244.71,643.26,1,0,3.0,807.55,0,2,0,1.0,125987.47,59395.77
24357,60,1834.82,1,14,0,38689.6,413.3,1,0,3.0,665.27,0,0,2,1.0,60385.64,27082.72
24360,60,892.67,1,3,1,90368.87,297.67,1,1,5.0,775.46,1,0,1,1.0,141375.27,63258.21
24361,36,2275.89,1,4,1,49379.85,165.17,0,0,1.0,819.25,0,0,0,1.0,63875.19,39503.88
24362,26,2275.89,1,10,0,148198.32,426.92,1,0,3.0,671.66,0,1,2,1.0,195296.26,96328.91
24364,51,3734.98,1,11,2,256271.68,813.61,1,0,2.0,882.61,0,0,2,1.0,309010.4,205017.34
24365,57,1916.29,1,4,1,29680.81,338.34,1,0,1.0,744.73,1,2,1,1.0,34820.72,20776.57
24366,61,1916.29,0,14,1,125270.78,538.27,0,1,1.0,703.03,1,1,0,1.0,147547.73,81426.01
24367,31,2676.19,1,14,1,161991.04,675.1,0,1,2.0,681.91,0,2,0,1.0,279513.05,121493.28
24368,32,1131.06,1,14,1,31514.54,341.75,0,1,3.0,681.91,0,0,0,1.0,44589.07,20484.45
24369,62,1611.89,0,14,0,53936.38,221.63,0,0,1.0,867.38,1,1,0,1.0,99022.13,40452.28
24370,65,2600.56,0,14,0,41545.32,285.37,0,1,1.0,801.0,1,2,0,1.0,76163.3,31158.99
24371,18,1971.36,1,14,1,77733.95,428.52,0,1,3.0,850.94,1,0,2,1.0,120614.79,58300.46
24372,29,1714.54,1,3,2,167672.25,470.21,0,0,1.0,725.87,0,2,2,1.0,298040.33,117370.58
24374,18,3107.98,1,16,1,30617.67,264.71,1,0,1.0,801.78,1,1,2,1.0,57716.92,24494.14
24375,65,1813.54,0,8,0,112752.35,393.06,1,1,2.0,850.96,1,0,0,1.0,212665.87,84564.26
24377,22,3797.97,1,2,1,118155.32,635.95,0,0,2.0,738.81,0,0,1,1.0,193535.39,76800.96
24379,18,4097.62,1,8,0,47323.73,372.52,0,1,1.0,704.12,0,1,1,1.0,52707.83,33126.61
24380,22,4097.62,1,8,1,137482.81,556.52,0,1,1.0,805.63,1,2,2,1.0,211031.86,103112.11
24382,44,919.06,1,8,1,13958.19,146.19,1,1,2.0,782.39,0,0,0,1.0,17897.06,9770.73
24385,29,1513.57,1,14,1,34464.43,155.9,0,1,4.0,741.64,0,0,0,1.0,64373.7,24125.1
24388,50,7297.42,1,7,1,265347.27,940.97,1,1,3.0,783.18,0,1,0,1.0,464715.8,185743.09
24389,28,2442.49,1,7,1,92584.03,297.17,1,1,3.0,790.68,0,2,0,1.0,113390.86,64808.82
24391,41,3893.06,1,10,1,70594.47,442.29,0,0,4.0,714.69,0,1,0,1.0,99823.15,45886.41
24393,18,6111.97,1,4,1,45818.63,196.53,1,1,3.0,854.36,1,1,1,1.0,53079.38,34363.97
24395,42,1042.28,0,0,1,114193.97,369.51,0,1,3.0,849.82,0,2,2,1.0,164912.07,85645.48
24396,32,1547.42,0,3,2,121772.53,592.81,0,1,3.0,858.64,0,2,0,1.0,213044.62,85240.77
24399,31,1165.76,1,14,1,118118.35,544.4,0,1,1.0,838.51,0,1,0,1.0,170126.01,82682.84
24400,45,1165.76,1,14,1,43401.88,204.02,0,0,3.0,725.23,0,0,2,1.0,62330.41,28211.22
24402,58,1211.67,1,2,1,21549.08,245.63,0,1,4.0,856.58,0,1,0,1.0,28676.08,19394.17
24404,28,2542.8,1,2,1,48321.74,232.3,0,1,1.0,723.13,0,2,1,1.0,91395.24,33825.22
24405,46,1739.5,1,0,1,49043.61,253.84,1,1,2.0,745.87,0,2,0,1.0,77684.91,34330.53
24406,57,1610.64,1,14,1,36703.23,199.79,0,0,1.0,719.57,0,2,0,1.0,45596.67,25692.26
24407,48,1724.55,1,3,1,91803.94,463.74,0,1,3.0,715.29,0,2,2,1.0,123464.17,59672.56
24409,20,2934.23,1,8,1,48255.18,183.19,1,0,3.0,660.73,0,2,1,1.0,56220.66,33778.63
24410,29,1651.4,1,8,1,125658.41,367.0,1,0,1.0,858.0,0,1,2,1.0,180696.37,87960.89
24412,24,2311.39,1,0,2,44413.79,266.66,0,1,1.0,832.08,0,0,2,1.0,51354.25,33310.34
24414,64,3925.8,1,14,1,167313.92,726.71,0,1,3.0,832.43,0,1,2,1.0,212534.44,117119.74
24416,18,2292.82,1,14,1,20301.07,95.49,0,1,2.0,799.57,0,2,0,1.0,35116.44,15225.8
24417,28,2292.82,1,8,1,95966.46,506.36,0,1,5.0,709.2,1,2,1,1.0,120633.73,62378.2
24418,18,1659.97,1,8,1,7114.22,94.57,0,0,2.0,669.48,1,2,1,1.0,13085.53,4979.95
